"","year","Country.Code","Country.Name","SH.XPD.EXTR.ZS","NY.GNP.PCAP.CD","SH.XPD.PCAP","SH.XPD.PCAP.PP.KD","SH.XPD.PRIV.ZS","SH.XPD.PRIV","SH.XPD.PUBL.ZS","SH.XPD.PUBL.GX.ZS","SH.XPD.PUBL","SH.XPD.TOTL.ZS","SH.XPD.TOTL.CD","SH.XPD.OOPC.ZS","SH.XPD.OOPC.TO.ZS","SE.XPD.TOTL.GD.ZS","SH.STA.BRTC.ZS","SH.MED.BEDS.ZS","SH.STA.ACSN","SH.STA.ACSN.RU","SH.STA.ACSN.UR","SH.MED.NUMW.P3","SH.MED.PHYS.ZS","SH.HIV.TOTL","SH.HIV.INCD.TL","SH.DYN.AIDS","SH.HIV.INCD","SH.DYN.AIDS.DH","SH.HIV.ARTC.ZS","SH.HIV.PMTC.ZS","SH.HIV.0014","SH.HIV.INCD.14","SH.HIV.ORPH","SH.HIV.INCD.ZS","SH.HIV.1524.FE.ZS","SH.HIV.1524.MA.ZS","SH.DYN.AIDS.ZS","SH.DYN.AIDS.FE.ZS","SE.PRM.ENRR","SE.SEC.ENRR","SE.TER.ENRR","SP.ADO.TFRT","SH.DTH.IMRT","SH.MMR.DTHS","SH.DTH.NMRT","Region","IncomeGroup"
"62",1999,"ARG","Argentina",NA,7540,724.11127656,848.43376896,4.20283363397006,44.92535063,5.15231568602994,18.09488418,55.07464937,9.35514932,26537269165.328,63.65391071,28.59674257,4.52167987823486,97.5,NA,91,80.7,92.3,NA,NA,62000,5700,61000,5500,1400,NA,NA,1000,200,8600,0.03,0.1,0.2,0.3,30.646184889265,116.052947998047,93.0149002075195,47.9764785766602,67.8654,12759,440,7778,"Latin America & Caribbean","Upper middle income"
"63",2000,"ARG","Argentina",0.0267349,7440,706.90499353,837.50756875,4.24695310843125,46.0986136,4.96580358156875,17.5926503,53.9013864,9.21275669,26196098573.2086,62.98260149,29.0341061,4.58030986785889,NA,4.1,91.4,81.9,92.5,NA,NA,66000,5600,65000,5500,1400,35,NA,1000,200,9200,0.03,0.1,0.2,0.3,30.6912159570387,117.363487243652,96.5234527587891,53.1757392883301,66.8976,12458,430,7807,"Latin America & Caribbean","Upper middle income"
"64",2001,"ARG","Argentina",0.04366342,6960,672.65232677,824.02308724,4.30995612763209,45.96850083,5.06593399236791,17.14336091,54.03149917,9.37589012,25205315205.419,64.01160803,29.42517656,4.833740234375,NA,NA,91.7,83.1,92.8,0.442,3.226,70000,5600,69000,5500,1500,35,NA,1000,200,9800,0.03,0.1,0.2,0.3,30.7194861436066,118.06462097168,97.4616165161133,58.3324890136719,65.9298,12359,440,7781,"Latin America & Caribbean","Upper middle income"
"65",2002,"ARG","Argentina",NA,3930,223.90609457,654.36016591,3.86098963095398,46.44000827,4.45294004904602,18.22622041,53.55999173,8.31392968,8483677207.60161,64.2157975,29.82182167,4.01734018325806,98.9,NA,92.1,84.3,93,NA,NA,73000,5600,72000,5400,1600,37,NA,1100,200,10000,0.03,0.1,0.2,0.3,30.7348958045437,118.758522033691,96.5670928955078,62.2330093383789,64.962,12274,440,7595,"Latin America & Caribbean","Upper middle income"
"66",2003,"ARG","Argentina",0.32054436,3550,277.93844386,710.74902095,3.96503955715479,48.25960661,4.25102318284521,17.27175452,51.74039339,8.21606274,10647675866.7209,64.408088,31.0830899,3.53504991531372,98.7,NA,92.5,85.5,93.2,NA,NA,77000,5500,76000,5400,1700,37,NA,1200,200,11000,0.03,0.1,0.2,0.4,30.7387967188036,116.501312255859,95.7509918212891,64.807243347168,64.0868,12207,450,7341,"Latin America & Caribbean","Upper middle income"
"67",2004,"ARG","Argentina",5.95029191,3560,323.75024296,785.40882672,3.3181641719482,48.50719416,3.5223967580518,16.91734041,51.49280584,6.84056093,12538451287.1365,64.06195329,31.07465606,3.15653991699219,98.7,NA,92.8,86.7,93.5,0.481,3.155,80000,5500,79000,5400,1800,37,NA,1200,200,12000,0.03,0.1,0.2,0.4,30.7316457294363,117.813636779785,95.4969329833984,65.2363891601563,63.2116,12001,430,7113,"Latin America & Caribbean","Upper middle income"
"68",2005,"ARG","Argentina",1.17132669,4600,389.81827568,891.68327477,3.18138553184823,46.47330439,3.66423384815177,16.67158723,53.52669561,6.84561938,15259627802.135,64.29765174,29.88124341,3.47405004501343,99.1,4,93.2,87.9,93.7,NA,3.21,84000,5500,83000,5400,1800,38,NA,1200,200,12000,0.03,0.1,0.2,0.4,30.7127272727273,117.133293151855,94.005989074707,63.7853698730469,62.3364,11602,430,6965,"Latin America & Caribbean","Upper middle income"
"69",2006,"ARG","Argentina",0.31464519,5500,447.1689734,979.1829161,3.02700160391524,45.30170984,3.65486893608476,16.35093116,54.69829016,6.68187054,17689445626.3267,64.14417671,29.05840881,3.65498995780945,99.4,NA,93.5,89.1,94,NA,NA,87000,5400,86000,5300,1900,41,NA,1300,200,13000,0.03,0.1,0.2,0.4,30.6983041352023,118.83519744873,93.3450698852539,66.8311004638672,61.4612,11067,420,6660,"Latin America & Caribbean","Upper middle income"
"70",2007,"ARG","Argentina",0.23830439,6530,539.23777278,1077.79078875,2.7115092091895,41.75031362,3.7830748408105,15.36736969,58.24968638,6.49458405,21553281472.0677,61.51084345,25.68097005,3.89633989334106,99.4,NA,93.9,90.3,94.2,NA,NA,90000,5400,89000,5300,2000,45,NA,1300,100,13000,0.03,0.1,0.2,0.4,30.6879260803426,119.348686218262,93.7067489624023,66.3509063720703,60.586,10597,430,6379,"Latin America & Caribbean","Upper middle income"
"71",2008,"ARG","Argentina",1.00402247,7680,673.84210464,1174.27091414,2.54262103795865,38.15618982,4.12109735204135,15.79489415,61.84381018,6.66371839,27210997531.8467,59.24364052,22.60511593,4.33781003952026,94.8,NA,94.2,91.5,94.5,NA,NA,93000,5300,92000,5300,2000,48,NA,1300,100,14000,0.03,0.1,0.2,0.4,30.6802320509465,119.441162109375,95.2462768554688,68.141357421875,61.264,10165,420,6001,"Latin America & Caribbean","Upper middle income"
"72",2009,"ARG","Argentina",0.34890218,7790,711.95419553,1345.34548365,2.59397261082251,33.97583095,5.04078579917749,17.12723141,66.02416905,7.63475841,29046763632.0151,59.24424869,20.12872578,4.88997983932495,97.9,NA,94.5,92.7,94.7,NA,NA,96000,5300,95000,5200,2000,48,NA,1200,100,14000,0.03,0.1,0.2,0.4,30.7824745970383,118.211410522461,98.8308181762695,70.5332870483398,61.942,9834,460,5715,"Latin America & Caribbean","Upper middle income"
"73",2010,"ARG","Argentina",0.42575724,9240,738.48082303,1284.83146837,2.38667381514721,36.43689947,4.16348234485279,14.07339845,63.56310053,6.55015616,30442302657.8323,60.37721456,21.99958497,4.606369972229,94.97,4.5,94.9,93.9,95,NA,3.21,99000,5300,97000,5200,2200,47,93,1200,100,15000,0.03,0.1,0.2,0.4,31.0300230946882,116.718162536621,101.801116943359,73.9392013549805,62.62,9495,430,5470,"Latin America & Caribbean","Upper middle income"
"74",2011,"ARG","Argentina",0.87932597,10710,795.75029309,1227.33751709,2.14735014700316,36.44058929,3.74539250299684,11.81500096,63.55941071,5.89274265,33147468641.033,63.19148008,23.02734772,4.98631000518799,97.14,4.5,95.2,95.1,95.2,NA,NA,1e+05,5200,1e+05,5200,2600,50,93,1100,100,15000,0.02,0.1,0.2,0.4,31.3757144289582,114.76847076416,103.599678039551,77.4538879394531,63.298,9315,420,5273,"Latin America & Caribbean","Upper middle income"
"75",2012,"ARG","Argentina",0.89665415,11870,726.79434807,1133.03958846,2.06009729634158,41.0455773,2.95895087365842,8.7412893,58.9544227,5.01904817,30594570883.9412,65.46371812,26.86996102,5.09904003143311,98.2,4.7,95.5,96.3,95.4,NA,NA,1e+05,5200,1e+05,5100,2700,54,93,1100,100,16000,0.02,0.1,0.2,0.4,31.6967176126665,112.978256225586,105.19255065918,78.9728775024414,63.976,9114,420,5179,"Latin America & Caribbean","Upper middle income"
"76",2013,"ARG","Argentina",0.71517103,12850,731.4512884,1174.48541548,2.25185057161248,45.15556665,2.73502200838753,7.72304601,54.84443335,4.98687258,31114697266.9647,66.8504902,30.18671766,5.34409999847412,97.04,NA,95.8,97.5,95.7,NA,3.859,110000,5100,1e+05,5100,2600,57,93,1000,100,17000,0.02,0.1,0.2,0.4,31.9657102264546,110.565986633301,106.323143005371,79.986701965332,63.9136,8931,410,5096,"Latin America & Caribbean","Upper middle income"
"77",2014,"ARG","Argentina",0.7536654,12330,605.1878448,1137.24342289,2.13324236241254,44.57333332,2.65267379758746,6.91697394,55.42666668,4.78591616,26010989304.5506,68.93631249,30.72721234,NA,NA,NA,96.1,98.3,95.9,NA,NA,110000,5100,110000,5100,2500,61,93,1000,100,18000,0.02,0.1,0.2,0.4,32.189349112426,NA,NA,NA,63.8512,8723,400,4923,"Latin America & Caribbean","Upper middle income"
"78",2015,"ARG","Argentina",NA,12460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.4,98.3,96.2,NA,NA,110000,5100,110000,5000,2300,64,93,1000,100,18000,0.02,0.1,0.2,0.4,32.3773467006056,NA,NA,NA,NA,8464,390,4797,"Latin America & Caribbean","Upper middle income"
"79",1990,"BDI","Burundi",NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35932993888855,NA,NA,41.7,42.4,31.2,NA,0.0581,24000,7800,23000,7100,1000,NA,NA,1100,1000,2100,0.28,0.5,0.5,0.9,41.8468014206165,67.3259735107422,5.21858978271484,0.703069984912872,49.4698,28118,3400,11362,"Sub-Saharan Africa","Low income"
"80",1991,"BDI","Burundi",NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49365997314453,NA,0.6631000042,42,42.7,31.7,NA,0.058699999,32000,9400,30000,8400,1000,NA,NA,1600,1000,2900,0.33,0.7,0.6,1.1,44.2048248820363,68.6626663208008,5.8221001625061,0.787150025367737,49.2574,28547,3500,11496,"Sub-Saharan Africa","Low income"
"81",1992,"BDI","Burundi",NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8058500289917,NA,NA,42.2,42.9,32.3,NA,NA,41000,12000,39000,11000,1100,NA,NA,2300,1300,4000,0.41,0.9,0.7,1.4,46.3955448832576,65.2125473022461,6.15839004516602,0.846509993076324,49.045,28658,3600,11507,"Sub-Saharan Africa","Low income"
"82",1993,"BDI","Burundi",NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5,43.2,32.8,NA,0.056499999,52000,14000,49000,12000,1500,NA,NA,3000,1600,5500,0.47,1.1,0.8,1.8,48.2453649235263,64.20947265625,6.79235982894897,0.947830021381378,48.7188,28518,3600,11423,"Sub-Saharan Africa","Low income"
"83",1994,"BDI","Burundi",NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.565269947052,NA,NA,42.7,43.5,33.3,NA,NA,64000,15000,60000,13000,2000,NA,NA,3900,1900,7400,0.5,1.3,0.9,2.1,49.7241830284536,NA,NA,NA,48.3926,28174,3500,11313,"Sub-Saharan Africa","Low income"
"84",1995,"BDI","Burundi",13.5845416,150,8.6107346,32.54320045,3.02804992026843,69.22076218,1.34643227973157,6.83172224,30.77923782,4.3744822,53722631.4808978,75.17464241,52.03646044,5.01511001586914,NA,NA,43,43.7,33.8,NA,0.055,75000,17000,70000,14000,2600,NA,NA,5000,2300,9900,0.53,1.5,1,2.5,50.9140467797868,48.1569519042969,NA,NA,48.0664,27689,3400,11184,"Sub-Saharan Africa","Low income"
"85",1996,"BDI","Burundi",21.66317439,140,7.57429011,30.87109375,3.00293567289595,66.77584101,1.49410341710405,6.83172224,33.22415899,4.49703909,47971122.5704097,68.20538869,45.54472191,4.08324003219604,NA,NA,43.3,44,34.3,NA,NA,85000,16000,79000,14000,3200,NA,NA,6000,2600,13000,0.51,1.7,1,2.7,51.8440450345837,37.6323013305664,NA,NA,47.7402,27156,3300,11026,"Sub-Saharan Africa","Low income"
"86",1997,"BDI","Burundi",22.57682146,140,7.65165177,27.88372234,2.98278332825778,72.5098159,1.13084362174221,6.83172224,27.4901841,4.11362695,49126642.0524676,68.89727055,49.95728404,NA,NA,NA,43.5,44.2,34.9,NA,NA,94000,16000,87000,14000,3900,NA,NA,7100,2800,17000,0.49,1.8,1,2.9,52.58873704485,38.9750900268555,NA,NA,47.414,26639,3100,10894,"Sub-Saharan Africa","Low income"
"87",1998,"BDI","Burundi",23.13371718,140,7.58235593,31.84791126,3.25285901565409,72.27449361,1.24784220434591,6.83172224,27.72550639,4.50070122,49375695.2228166,68.62190723,49.59613596,NA,NA,NA,43.8,44.5,35.4,NA,NA,1e+05,16000,94000,13000,4600,NA,NA,8200,3000,22000,0.45,1.8,1,3.1,53.1881373613506,46.5642013549805,NA,0.906390011310577,45.2536,26152,2900,10821,"Sub-Saharan Africa","Low income"
"88",1999,"BDI","Burundi",23.07229678,130,6.57717627,30.70990998,3.15293290490871,71.79759352,1.23848573509129,6.09985374,28.20240648,4.39141864,43565288.4924565,68.48390973,49.16979913,3.41744995117188,NA,NA,44,44.7,35.9,NA,NA,110000,14000,99000,11000,5400,NA,NA,9200,3100,27000,0.4,1.8,1,3.2,53.6974349674585,55.1526718139648,NA,0.994750022888184,43.0932,25858,2800,10784,"Sub-Saharan Africa","Low income"
"89",2000,"BDI","Burundi",19.30022215,130,6.40394782,28.14571736,3.57402614584693,71.79079397,1.40436446415307,7.13329046,28.20920603,4.97839061,43335982.3743636,72.70325574,52.19424454,2.64547991752625,25.2,NA,44.3,45,36.4,NA,0.052,110000,13000,1e+05,9700,6200,0,NA,10000,3100,33000,0.33,1.7,0.9,3.2,54.1771074196264,56.9054718017578,NA,1.1574000120163,40.9328,25794,2800,10887,"Sub-Saharan Africa","Low income"
"90",2001,"BDI","Burundi",16.70731924,120,6.26118861,28.51732101,3.326188159443,67.05113282,1.634485910557,7.94332069,32.94886718,4.96067407,43494724.118061,74.01538031,49.62815096,2.90390992164612,NA,NA,44.6,45.3,37,NA,NA,120000,10000,110000,7200,6900,1,NA,11000,3100,40000,0.23,1.5,0.8,3.1,54.564319302454,59.681079864502,9.73215007781982,1.12700998783112,38.7724,25533,2700,10923,"Sub-Saharan Africa","Low income"
"91",2002,"BDI","Burundi",16.16138297,120,5.94114971,30.48367392,3.59855334006863,69.82498364,1.55512253993137,7.88585776,30.17501636,5.15367588,42538144.7738913,75.83764662,52.95362435,3.00493001937866,NA,NA,44.8,45.5,37.5,NA,NA,120000,9000,110000,5900,7500,1,NA,12000,3100,47000,0.18,1.3,0.7,2.9,54.9263465220771,64.4674682617188,10.0881595611572,1.76206004619598,36.612,25512,2800,11039,"Sub-Saharan Africa","Low income"
"92",2003,"BDI","Burundi",19.26461792,110,5.56420521,30.25593705,3.90321882254987,74.3695902,1.34518823745013,5.08413176,25.6304098,5.24840706,41181879.0576542,75.06415612,55.82490529,NA,NA,NA,45.1,45.8,38,NA,NA,120000,7500,1e+05,4500,8200,1,NA,13000,3000,55000,0.13,1.1,0.6,2.7,55.2410709993751,69.8750534057617,10.2419099807739,NA,35.9952,25569,2800,11249,"Sub-Saharan Africa","Low income"
"93",2004,"BDI","Burundi",25.88683616,120,8.48420491,42.60212761,4.55710544213493,64.16598875,2.54495209786507,8.80639601,35.83401125,7.10205754,65002694.6348662,67.72323536,43.45528358,3.74495005607605,NA,NA,45.3,46,38.5,0.191,0.028,110000,6400,1e+05,3600,8500,3,NA,13000,2800,62000,0.1,0.9,0.5,2.5,55.5350626294506,74.7175369262695,11.6547002792358,2.28261995315552,35.3784,25737,2900,11473,"Sub-Saharan Africa","Low income"
"94",2005,"BDI","Burundi",26.90958338,130,13.85306615,59.34786042,6.89997095910134,70.13756969,2.93779643089866,11.22025698,29.86243031,9.83776739,109913177.510679,69.87483032,49.00850782,3.63169002532959,33.6,NA,45.6,46.3,39.1,NA,NA,110000,5600,98000,3000,8200,6,NA,13000,2600,68000,0.08,0.7,0.4,2.3,55.8361385987572,79.0621490478516,12.6990098953247,2.30535006523132,34.7616,25892,3000,11715,"Sub-Saharan Africa","Low income"
"95",2006,"BDI","Burundi",28.12717567,140,17.80375176,72.70312899,7.96130318449116,69.28817549,3.52882933550884,12.80553383,30.71182451,11.49013252,146312478.225387,69.18411449,47.93641066,NA,NA,0.7,45.9,46.5,39.6,NA,NA,110000,4900,95000,2500,7900,7,NA,14000,2400,72000,0.06,0.6,0.3,2.2,56.1261868171196,100.044998168945,13.8946895599365,2.30872988700867,34.1448,25939,3100,12006,"Sub-Saharan Africa","Low income"
"96",2007,"BDI","Burundi",32.68104915,160,15.97060537,65.8684821,6.24633123020283,62.29656042,3.78043619979717,9.70207481,37.70343958,10.02676743,135982965.157476,60.48501351,37.68008298,NA,NA,NA,46.1,46.8,40.1,NA,NA,1e+05,4100,91000,1900,7800,10,NA,14000,2300,76000,0.05,0.5,0.3,2,56.3980626242436,111.299621582031,14.8282899856567,2.35823011398315,33.528,26006,3200,12261,"Sub-Saharan Africa","Low income"
"97",2008,"BDI","Burundi",35.93482356,170,14.36007705,53.37726263,4.50415186088633,57.30864226,3.35531170911367,8.15134447,42.69135774,7.85946357,126681655.94717,65.36460623,37.45956835,5.19355010986328,NA,NA,46.4,47.1,40.6,NA,NA,1e+05,3800,87000,1700,7400,14,NA,13000,2000,79000,0.04,0.4,0.2,1.8,56.6878761822872,118.097778320313,NA,2.54795002937317,32.8736,26031,3300,12539,"Sub-Saharan Africa","Low income"
"98",2009,"BDI","Burundi",56.2335814,180,13.53159243,48.57511125,3.87114708910081,55.58648754,3.09304018089918,8.14217182,44.41351246,6.96418727,123648795.834514,67.53080691,37.53800357,6.31979990005493,NA,NA,46.7,47.3,41.2,NA,NA,97000,3500,84000,1600,6700,18,NA,13000,1900,81000,0.04,0.4,0.2,1.6,57.0027860482357,126.069938659668,19.7602806091309,2.71314001083374,32.2192,26082,3400,12720,"Sub-Saharan Africa","Low income"
"99",2010,"BDI","Burundi",50.71550359,200,18.9457458,61.32775752,3.32101189553368,37.65034184,5.49965674446632,13.46501176,62.34965816,8.82066864,179247917.705412,69.7471133,26.26002658,6.79287004470825,60.3,NA,46.9,47.6,41.7,NA,NA,93000,3100,80000,1600,6100,25,43,13000,1500,81000,0.03,0.3,0.2,1.5,57.3237906096601,131.456954956055,22.8243103027344,3.14944005012512,31.5648,26039,3400,12974,"Sub-Saharan Africa","Low income"
"100",2011,"BDI","Burundi",48.2887406,220,20.77401252,61.53007119,3.17613742280995,37.02648604,5.40187729719006,13.5786437,62.97351396,8.57801472,203380719.423665,69.66813291,25.7956615,5.99778985977173,NA,1.9,47.2,47.8,42.2,NA,NA,89000,2800,77000,1500,5400,30,47,12000,1300,81000,0.03,0.3,0.2,1.4,57.6709604461024,135.119049072266,25.5176792144775,2.98189997673035,30.9104,25932,3500,13088,"Sub-Saharan Africa","Low income"
"101",2012,"BDI","Burundi",43.46550074,240,20.34701459,60.80011299,3.27668841446035,39.92283833,4.93086533553965,14.05947053,60.07716167,8.20755375,206004814.222244,54.89833047,21.91697172,5.82090997695923,NA,NA,47.5,48.1,42.7,NA,NA,86000,2500,74000,1400,4700,34,52,12000,1200,79000,0.03,0.3,0.2,1.3,58.018588362069,133.305282592773,27.8977909088135,3.6691300868988,30.256,25698,3500,13169,"Sub-Saharan Africa","Low income"
"102",2013,"BDI","Burundi",73.24149515,250,20.85880811,60.26275697,3.63496072677388,45.25816139,4.39665305322612,14.01828211,54.74183861,8.03161378,218307430.476842,44.66523038,20.21466205,5.41475009918213,NA,NA,47.8,48.3,43.3,NA,NA,83000,2200,72000,1200,4000,40,62,11000,1000,76000,0.02,0.3,0.2,1.2,58.572618717023,130.45930480957,32.2784881591797,4.40817022323608,29.4556,25435,3500,13201,"Sub-Saharan Africa","Low income"
"103",2014,"BDI","Burundi",50.27867323,270,21.55325396,58.01861945,3.56183783299187,47.2670284,3.97372755700813,13.18522664,52.7329716,7.53556539,233138530.603398,44.47552841,21.02226064,NA,NA,NA,48,48.6,43.8,NA,NA,80000,1900,70000,1100,3700,46,76,10000,1000,73000,0.02,0.3,0.3,1.1,59.3405493515593,127.635772705078,37.8889808654785,NA,28.6552,25172,3500,13261,"Sub-Saharan Africa","Low income"
"104",2015,"BDI","Burundi",NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,48.6,43.8,NA,NA,77000,1200,68000,1000,3000,54,89,9100,500,69000,0.02,0.3,0.3,1,60.026363969242,NA,NA,NA,NA,24956,3500,13236,"Sub-Saharan Africa","Low income"
"105",1990,"BEN","Benin",NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8338999748,6.8,0.9,17.9,NA,0.0505000018,5100,2200,4900,2100,100,NA,NA,200,200,200,0.09,0.1,0.1,0.2,39.6039603960396,50.9382095336914,NA,2.1224799156189,125.2996,23889,1300,10252,"Sub-Saharan Africa","Low income"
"106",1991,"BEN","Benin",NA,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5005000234,7.3,1.2,18.6,NA,0.0421999991,8100,3200,7900,3100,200,NA,NA,500,200,500,0.13,0.2,0.2,0.3,42.3511489145614,57.7812614440918,NA,2.42084002494812,126.0328,24029,1300,10342,"Sub-Saharan Africa","Low income"
"107",1992,"BEN","Benin",NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2231000066,7.9,1.5,19.4,NA,0.0551000014,12000,4400,12000,4100,500,NA,NA,500,500,500,0.16,0.3,0.3,0.4,44.5814903028241,60.9154891967773,NA,2.2711501121521,126.766,24221,1300,10432,"Sub-Saharan Africa","Low income"
"108",1993,"BEN","Benin",NA,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2390999943,8.4,1.7,20.1,NA,0.057,17000,5400,16000,5000,500,NA,NA,1000,500,1000,0.19,0.4,0.3,0.6,46.464400802578,65.8818588256836,NA,2.04860997200012,125.9774,24433,1400,10570,"Sub-Saharan Africa","Low income"
"109",1994,"BEN","Benin",NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2336000055,8.9,2,20.8,NA,0.060800001,23000,6300,22000,5800,1000,NA,NA,1000,1000,1300,0.22,0.5,0.4,0.8,48.0823242322391,66.1869812011719,NA,2.09158992767334,125.1888,24657,1400,10709,"Sub-Saharan Africa","Low income"
"110",1995,"BEN","Benin",19.59437179,350,17.0096092,47.83495731,2.58095243553055,54.99951515,2.11172972446945,10.44260929,45.00048485,4.69268216,101813703.398861,99.89325317,54.94080491,NA,NA,NA,9.4,2.3,21.6,NA,0.058,29000,7100,27000,6400,1000,NA,NA,1200,1000,2100,0.23,0.6,0.5,0.9,49.4467370266224,69.4381103515625,NA,2.08964991569519,124.4002,24861,1500,10833,"Sub-Saharan Africa","Low income"
"111",1996,"BEN","Benin",12.00048036,340,17.53350942,48.13154517,2.55494584598087,55.7058246,2.03155092401913,11.16876659,44.2941754,4.58649677,108292529.8196,99.8913577,55.64530451,NA,59.8,NA,9.9,2.5,22.3,NA,NA,35000,7500,33000,6700,1000,NA,NA,1600,1000,3200,0.24,0.7,0.5,1.1,50.5927897411082,71.8011627197266,NA,2.06137990951538,123.6116,25054,1500,10996,"Sub-Saharan Africa","Low income"
"112",1997,"BEN","Benin",18.32803976,370,15.37493441,47.24747459,2.49737524129787,57.91957842,1.81442278870213,10.24822371,42.08042158,4.31179803,97804585.6380647,99.89075759,57.85630567,NA,NA,NA,10.4,2.8,23,NA,NA,40000,7700,38000,6700,1400,NA,NA,2000,1000,4600,0.23,0.8,0.5,1.2,51.5836516226258,75.3808212280273,NA,2.5107901096344,122.823,25218,1600,11099,"Sub-Saharan Africa","Low income"
"113",1998,"BEN","Benin",14.4467889,370,16.44746883,49.07447204,2.44591391302338,55.77008099,1.93979589697663,12.47590489,44.22991901,4.38570981,107673239.560407,99.88744301,55.70730786,2.74787998199463,NA,NA,10.9,3,23.8,NA,NA,46000,7700,43000,6600,1800,NA,NA,2400,1000,6400,0.22,0.8,0.5,1.3,52.4550953289943,78.3169784545898,NA,NA,121.3902,25318,1600,11187,"Sub-Saharan Africa","Low income"
"114",1999,"BEN","Benin",13.07615313,370,16.93669535,53.31409853,2.4769330646511,54.00079705,2.1099123153489,12.53197064,45.99920295,4.58684538,114161642.584733,99.88658769,53.9395535,2.62665009498596,NA,NA,11.4,3.3,24.5,NA,NA,51000,7500,48000,6400,2200,NA,NA,2900,1100,8700,0.2,0.8,0.5,1.4,53.2180133447677,78.4035034179688,20.7938899993896,3.22962999343872,119.9574,25416,1700,11260,"Sub-Saharan Africa","Low income"
"115",2000,"BEN","Benin",17.04398311,390,14.72882077,52.4596597,2.42120392633102,55.80442964,1.91752678366898,9.98683094,44.19557036,4.33873071,102355966.290693,99.88687245,55.74129945,2.88868999481201,NA,NA,11.9,3.6,25.3,NA,NA,55000,7200,51000,5900,2600,0,NA,3300,1200,11000,0.18,0.8,0.5,1.5,53.8806202758513,81.2021484375,21.6056995391846,3.68104004859924,118.5246,25517,1700,11333,"Sub-Saharan Africa","Low income"
"116",2001,"BEN","Benin",17.0196496,380,16.32549139,59.64439637,2.37846397536244,50.74892704,2.30826363463756,11.97304389,49.25107296,4.68672761,117133947.731319,99.88010083,50.6880795,3.23235011100769,72.9,NA,12.4,3.8,26,NA,NA,58000,6800,54000,5500,3000,0,NA,3700,1300,14000,0.17,0.8,0.4,1.5,54.4705664568678,89.1018829345703,23.3758697509766,4.46438980102539,117.0918,25548,1700,11299,"Sub-Saharan Africa","Low income"
"117",2002,"BEN","Benin",19.00735125,380,16.18550806,55.8088816,2.38576144457956,55.81470306,1.88867040542044,9.67272133,44.18529694,4.27443185,120011398.787382,99.87999283,55.74772142,2.95133996009827,NA,NA,12.9,4.1,26.7,NA,NA,60000,6300,56000,5000,3400,0,NA,4100,1300,18000,0.15,0.7,0.4,1.5,54.9965997351373,94.3789978027344,25.2930603027344,5.26468992233276,115.659,25536,1700,11346,"Sub-Saharan Africa","Low income"
"118",2003,"BEN","Benin",16.54567836,430,21.48840554,61.96274667,2.4193948837165,52.24728542,2.2112665262835,10.72416554,47.75271458,4.63066141,164723262.082125,99.88268218,52.18599005,3.1202700138092,NA,NA,13.4,4.4,27.5,NA,NA,61000,5900,57000,4600,3800,0,NA,4500,1300,21000,0.13,0.7,0.4,1.5,55.4716716119178,97.8408889770508,26.5806903839111,5.81991004943848,113.5474,25528,1700,11366,"Sub-Saharan Africa","Low income"
"119",2004,"BEN","Benin",17.24058697,520,23.32444356,62.57837798,2.38662189584102,52.31692071,2.17523278415898,10.83824584,47.68307929,4.56185468,184794808.149574,99.52333851,52.0675461,3.50803995132446,NA,NA,14,4.6,28.2,0.837,0.045,62000,5500,57000,4300,4100,0,NA,4800,1300,25000,0.12,0.6,0.3,1.4,55.9022877354381,101.540908813477,28.3475093841553,5.87203979492188,111.4358,25469,1700,11396,"Sub-Saharan Africa","Low income"
"120",2005,"BEN","Benin",21.09662551,590,25.21299773,66.76049374,2.38136857855126,50.30512898,2.35247989144874,11.05186976,49.69487102,4.73384847,206301874.552396,94.8708738,47.72491542,3.63078999519348,75,0.5,14.5,4.9,29,NA,NA,62000,5200,57000,3900,4400,0,NA,5100,1300,29000,0.1,0.6,0.3,1.4,56.2912519643792,98.5452270507813,34.5827713012695,5.78434991836548,109.3242,25391,1700,11457,"Sub-Saharan Africa","Low income"
